Time Stamp,ID,Extended,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
21776,289,FALSE,0,8,27,10,4E,20,D,47,11,10,
21780,75A,FALSE,0,8,3,E8,3,E8,64,64,38,39,
21784,188,FALSE,0,8,0,0,A2,4D,0,0,0,0,
21787,567,FALSE,0,8,AA,2,0,0,80,AA,0,0,
21790,56B,FALSE,0,8,AA,2,0,0,80,AA,0,0,
21794,373,FALSE,0,8,C5,C5,7F,52,C,BA,80,17,
21797,287,FALSE,0,8,27,10,27,10,27,10,0,0,
21801,734,FALSE,0,8,3,E8,3,E8,64,64,39,39,
21806,377,FALSE,0,8,5,BB,0,D4,41,3F,3D,22,
21809,288,FALSE,0,8,27,10,4E,20,D,45,1,10,
21813,185,FALSE,0,8,0,0,15,0,0,0,0,30,
21816,362,FALSE,0,8,2,1,0,0,0,0,0,0,
21820,75A,FALSE,0,8,3,E8,3,E8,64,64,38,39,
21823,373,FALSE,0,8,C5,C5,7F,52,C,BA,80,17,
21827,566,FALSE,0,8,22,8A,A,A0,A8,A0,AA,8A,
21831,56A,FALSE,0,8,22,8A,A,A0,A8,A0,AA,8A,
21834,373,FALSE,0,8,C5,C5,7F,52,C,BA,80,17,
21838,288,FALSE,0,8,27,10,4E,20,D,45,1,10,
21842,734,FALSE,0,8,3,E8,3,E8,64,64,39,39,
21846,5A1,FALSE,0,8,2A,A2,AA,2A,A2,8A,82,A2,
21850,56C,FALSE,0,8,2A,88,2,20,0,0,28,8A,
21854,373,FALSE,0,8,C5,C5,7F,52,C,BA,80,17,
21858,733,FALSE,0,8,39,39,39,39,36,8A,A0,39,
21861,735,FALSE,0,8,39,0,39,0,36,8A,A0,39,
21865,377,FALSE,0,8,5,BB,0,D4,41,3F,3D,22,
21869,288,FALSE,0,8,27,10,4E,20,D,45,1,10,
21872,28B,FALSE,0,8,27,10,4E,20,D,45,1,14,
21876,362,FALSE,0,8,2,1,0,0,0,0,0,0,
21879,75A,FALSE,0,8,3,E8,3,E8,64,64,38,39,
21883,188,FALSE,0,8,0,0,A2,4D,0,0,0,0,
21886,567,FALSE,0,8,AA,2,0,0,80,AA,0,0,
21891,28B,FALSE,0,8,27,10,4E,20,D,45,1,14,
21894,373,FALSE,0,8,C5,C5,7F,52,C,BA,80,17,
21898,287,FALSE,0,8,27,10,27,10,27,10,0,0,
21902,734,FALSE,0,8,3,E8,3,E8,64,64,39,39,
21905,377,FALSE,0,8,5,BB,0,D4,41,3F,3D,22,
21909,288,FALSE,0,8,27,10,4E,20,D,45,1,10,
21913,28B,FALSE,0,8,27,10,4E,20,D,45,1,14,
21916,289,FALSE,0,8,27,10,4E,20,D,47,11,10,
21920,285,FALSE,0,8,0,0,14,21,90,FE,C,10,
21923,373,FALSE,0,8,C5,C5,7F,52,C,BA,80,17,
21927,287,FALSE,0,8,27,10,27,10,27,10,0,0,
21932,56A,FALSE,0,8,22,8A,A,A0,A8,A0,AA,8A,
21936,373,FALSE,0,8,C5,C5,7F,52,C,BA,80,17,
21939,75A,FALSE,0,8,3,E8,3,E8,64,64,38,39,
21943,373,FALSE,0,8,C5,C5,7F,52,C,BA,80,17,
21947,362,FALSE,0,8,2,1,0,0,0,0,0,0,
21950,28B,FALSE,0,8,27,10,4E,20,D,45,1,14,
21954,373,FALSE,0,8,C5,C5,7F,52,C,BA,80,17,
21957,733,FALSE,0,8,39,39,39,39,36,8A,A0,39,
21961,735,FALSE,0,8,39,0,39,0,36,8A,A0,39,
21965,373,FALSE,0,8,C5,C5,7F,51,C,BA,80,17,
21968,288,FALSE,0,8,27,10,4E,20,D,45,1,10,
21972,28B,FALSE,0,8,27,10,4E,20,D,45,1,14,
21977,289,FALSE,0,8,27,10,4E,20,D,47,11,10,
21980,285,FALSE,0,8,0,0,14,21,90,FE,C,10,
21984,188,FALSE,0,8,0,0,A2,4D,0,0,0,0,
21987,287,FALSE,0,8,27,10,27,10,27,10,0,0,
21991,56B,FALSE,0,8,AA,2,0,0,80,AA,0,0,
21994,373,FALSE,0,8,C5,C5,7F,51,C,BA,80,17,
21998,287,FALSE,0,8,27,10,27,10,27,10,0,0,
22002,734,FALSE,0,8,3,E8,3,E8,64,64,39,39,
22005,377,FALSE,0,8,5,BB,0,D9,41,3F,3D,22,
22009,288,FALSE,0,8,27,10,4E,20,D,45,1,10,
22013,185,FALSE,0,8,0,0,15,0,0,0,0,30,
22017,299,FALSE,0,8,39,39,41,3E,3B,0,0,0,
22021,28B,FALSE,0,8,27,10,4E,20,D,45,1,14,
22024,373,FALSE,0,8,C5,C5,7F,51,C,BA,80,17,
22028,287,FALSE,0,8,27,10,27,10,27,10,0,0,
22032,669,FALSE,0,8,2,0,0,0,0,0,0,0,
22035,568,FALSE,0,8,0,2,80,A,0,0,A8,AA,
22038,288,FALSE,0,8,27,10,4E,20,D,45,1,10,
22042,734,FALSE,0,8,3,E8,3,E8,64,64,39,39,
22046,5A1,FALSE,0,8,2A,A2,AA,2A,A2,8A,82,A2,
22049,666,FALSE,0,8,2,3E,3A,B5,A7,0,0,0,
22053,373,FALSE,0,8,C5,C5,7F,51,C,BA,80,17,
22057,732,FALSE,0,8,3,E8,3,E8,64,64,7,C7,
22061,735,FALSE,0,8,39,0,39,0,36,8A,A0,39,
22065,373,FALSE,0,8,C5,C5,7F,51,C,BA,80,17,
22069,287,FALSE,0,8,27,10,27,10,27,10,0,0,
22072,28B,FALSE,0,8,27,10,4E,20,D,45,1,14,
22076,38A,FALSE,0,8,41,3C,0,0,4,0,0,0,
22079,75A,FALSE,0,8,3,E8,3,E8,64,64,38,39,
22083,373,FALSE,0,8,C5,C5,7F,52,C,BA,80,17,
22087,362,FALSE,0,8,2,1,0,0,0,0,0,0,
22090,28B,FALSE,0,8,27,10,4E,20,D,45,1,14,
22093,373,FALSE,0,8,C5,C5,7F,52,C,BA,80,17,
22097,287,FALSE,0,8,27,10,27,10,27,10,0,0,
22102,734,FALSE,0,8,3,E8,3,E8,64,64,39,39,
22105,373,FALSE,0,8,C5,C5,7F,52,C,BA,80,17,
22109,288,FALSE,0,8,27,10,4E,20,D,45,1,10,
22113,28B,FALSE,0,8,27,10,4E,20,D,45,1,14,
22116,362,FALSE,0,8,2,1,0,0,0,0,0,0,
22120,285,FALSE,0,8,0,0,14,21,90,FE,C,10,
22123,373,FALSE,0,8,C5,C5,7F,52,C,BA,80,17,
22127,566,FALSE,0,8,22,8A,A,A0,A8,A0,AA,8A,
22131,56A,FALSE,0,8,22,8A,A,A0,A8,A0,AA,8A,
22134,373,FALSE,0,8,C5,C5,7F,53,C,BA,80,17,
22138,287,FALSE,0,8,27,10,27,10,27,10,0,0,
22142,734,FALSE,0,8,3,E8,3,E8,64,64,39,39,
22146,5A1,FALSE,0,8,2A,A2,AA,2A,A2,8A,82,A2,
22150,56C,FALSE,0,8,2A,88,2,20,0,0,28,8A,
22154,373,FALSE,0,8,C5,C5,7F,53,C,BA,80,17,
22158,732,FALSE,0,8,3,E8,3,E8,64,64,7,C7,
22161,735,FALSE,0,8,39,0,39,0,36,8A,A0,39,
22165,373,FALSE,0,8,C5,C5,7F,52,C,BA,80,17,
22169,287,FALSE,0,8,27,10,27,10,27,10,0,0,
22172,28B,FALSE,0,8,27,10,4E,20,D,45,1,14,
22176,38A,FALSE,0,8,41,3C,0,0,4,0,0,0,
22179,75A,FALSE,0,8,3,E9,3,E8,64,64,38,39,
22183,188,FALSE,0,8,0,0,A2,4D,0,0,0,0,
22187,567,FALSE,0,8,AA,2,0,0,80,AA,0,0,
22191,285,FALSE,0,8,0,0,14,21,90,FE,C,10,
22194,373,FALSE,0,8,C5,C5,7F,52,C,BA,80,17,
22198,287,FALSE,0,8,27,10,27,10,27,10,0,0,
22201,734,FALSE,0,8,3,E8,3,E8,64,64,39,39,
22205,373,FALSE,0,8,C5,C5,7F,52,C,BA,80,17,
22209,288,FALSE,0,8,27,10,4E,20,D,45,1,10,
22213,28B,FALSE,0,8,27,10,4E,20,D,45,1,14,
22216,664,FALSE,0,8,2,83,6,32,F3,0,0,0,
22220,285,FALSE,0,8,0,0,14,21,90,FE,C,10,
22223,373,FALSE,0,8,C5,C5,7F,52,C,BA,80,17,
22227,566,FALSE,0,8,22,8A,A,A0,A8,A0,AA,8A,
22232,56A,FALSE,0,8,22,8A,A,A0,A8,A0,AA,8A,
22235,373,FALSE,0,8,C5,C5,7F,52,C,BA,80,17,
22239,287,FALSE,0,8,27,10,27,10,27,10,0,0,
22243,370,FALSE,0,8,5,BE,0,0,0,0,0,0,
22246,5A1,FALSE,0,8,2A,A2,AA,2A,A2,8A,82,A2,
22250,56C,FALSE,0,8,2A,88,2,20,0,0,28,8A,
22253,373,FALSE,0,8,C5,C5,7F,53,C,BA,80,17,
22257,732,FALSE,0,8,3,E8,3,E8,64,64,7,C7,
22261,734,FALSE,0,8,3,E8,3,E8,64,64,39,39,
22264,373,FALSE,0,8,C5,C5,7F,53,C,BA,80,17,
22268,287,FALSE,0,8,27,10,27,10,27,10,0,0,
22273,28B,FALSE,0,8,27,10,4E,20,D,45,1,14,
22276,38A,FALSE,0,8,41,3C,0,0,4,0,0,0,
22280,75A,FALSE,0,8,3,E8,3,E8,64,64,38,39,
22283,188,FALSE,0,8,0,0,A2,4D,0,0,0,0,
22287,362,FALSE,0,8,2,1,0,0,0,0,0,0,
22290,285,FALSE,0,8,0,0,14,21,90,FE,C,10,
22293,373,FALSE,0,8,C6,C5,7F,53,C,BA,80,17,
22297,56D,FALSE,0,8,2A,0,0,20,0,0,28,8A,
22301,56F,FALSE,0,8,2A,88,2A,28,0,0,28,8A,
22304,373,FALSE,0,8,C6,C5,7F,53,C,BA,80,17,
22308,287,FALSE,0,8,27,10,27,10,27,10,0,0,
22312,28B,FALSE,0,8,27,10,4E,20,D,45,1,14,
22316,373,FALSE,0,8,C6,C5,7F,53,C,BA,80,17,
22320,75A,FALSE,0,8,3,E8,3,E8,64,64,38,39,
22324,373,FALSE,0,8,C6,C5,7F,52,C,BA,80,17,
22327,566,FALSE,0,8,22,8A,A,A0,A8,A0,AA,8A,
22331,56A,FALSE,0,8,22,8A,A,A0,A8,A0,AA,8A,
22335,185,FALSE,0,8,0,0,15,0,0,0,0,0,
22338,732,FALSE,0,8,3,E8,3,E8,64,64,7,C6,
22342,734,FALSE,0,8,3,E8,3,E8,64,64,39,39,
22345,377,FALSE,0,8,5,BB,0,D4,41,3F,3D,22,
22349,56C,FALSE,0,8,2A,88,2,20,0,0,28,8A,
22353,56F,FALSE,0,8,2A,88,2A,28,0,0,28,8A,
22356,289,FALSE,0,8,27,10,4E,20,D,47,11,10,
22361,285,FALSE,0,8,0,0,14,21,90,FE,C,10,
22365,373,FALSE,0,8,C5,C5,7F,52,C,BA,80,17,
22368,287,FALSE,0,8,27,10,27,10,27,10,0,0,
22372,28B,FALSE,0,8,27,10,4E,20,D,45,1,14,
22376,373,FALSE,0,8,C6,C5,7F,53,C,BA,80,17,
22379,564,FALSE,0,8,22,8A,AA,AA,A8,A0,AA,8A,
22383,188,FALSE,0,8,0,0,A2,4E,0,0,0,0,
22386,362,FALSE,0,8,2,1,0,0,0,0,0,0,
22390,285,FALSE,0,8,0,0,14,21,90,FE,C,10,
22393,373,FALSE,0,8,C6,C5,7F,53,C,BA,80,17,
22397,56D,FALSE,0,8,2A,0,0,20,0,0,28,8A,
22401,56F,FALSE,0,8,2A,88,2A,28,0,0,28,8A,
22405,424,FALSE,0,8,0,8F,0,F,92,DB,0,0,
22408,287,FALSE,0,8,27,10,27,10,27,10,0,0,
22412,28B,FALSE,0,8,27,10,4E,20,D,45,1,14,
22416,569,FALSE,0,8,AA,82,A2,2,0,0,0,0,
22419,298,FALSE,0,8,39,39,41,39,3A,0,0,39,
22423,370,FALSE,0,8,5,BE,0,0,0,0,0,0,
22426,377,FALSE,0,8,5,B9,0,E3,41,3F,3D,22,
22430,285,FALSE,0,8,0,0,14,21,90,FE,C,10,
22433,373,FALSE,0,8,C5,C5,7F,4C,C,BA,80,17,
22437,287,FALSE,0,8,27,10,27,10,27,10,0,0,
22441,56B,FALSE,0,8,AA,2,0,0,80,AA,0,0,
22445,424,FALSE,0,8,0,8F,0,F,92,DB,0,0,
22448,287,FALSE,0,8,27,10,27,10,27,10,0,0,
22452,56F,FALSE,0,8,2A,88,2A,28,0,0,28,8A,
22456,373,FALSE,0,8,C5,C5,7F,41,C,BA,80,17,
22459,75A,FALSE,0,8,3,E8,3,E8,64,64,38,39,
22463,370,FALSE,0,8,5,BE,0,0,0,0,0,0,
22466,289,FALSE,0,8,27,10,4E,20,D,47,11,10,
22470,285,FALSE,0,8,0,0,14,21,90,0,0,10,
22474,373,FALSE,0,8,C5,C5,7F,41,C,BA,80,17,
22477,566,FALSE,0,8,22,8A,A,A0,A8,A0,AA,8A,
22481,734,FALSE,0,8,3,E8,3,E8,64,64,39,39,
22486,371,FALSE,0,8,3C,0,0,0,0,0,0,0,
22489,375,FALSE,0,8,8,8,0,27,E4,0,0,0,
22492,286,FALSE,0,8,0,0,0,39,0,0,A,0,
22496,389,FALSE,0,8,A3,0,0,3C,3C,40,0,0,
22499,732,FALSE,0,8,3,E8,3,E8,64,64,7,C7,
22503,370,FALSE,0,8,5,BE,0,0,0,0,0,0,
22506,377,FALSE,0,8,5,BB,1,4F,41,3F,3D,22,
22509,288,FALSE,0,8,27,10,4E,20,D,45,1,10,
22513,185,FALSE,0,8,0,0,FF,0,0,0,0,0,
22516,289,FALSE,0,8,27,10,4E,20,D,47,11,10,
22520,6FA,FALSE,0,8,1,32,57,48,5A,30,30,32,
22524,373,FALSE,0,8,C5,C5,7F,6,C,BA,80,17,
22528,667,FALSE,0,8,0,39,34,31,30,41,31,33,
22532,669,FALSE,0,8,0,39,34,31,30,41,31,32,
22536,62D,FALSE,0,8,0,0,0,0,0,0,0,0,
22539,565,FALSE,0,8,AA,2,0,0,80,AA,0,0,
22543,370,FALSE,0,8,5,BE,0,0,0,0,0,0,
22546,5A1,FALSE,0,8,2A,A2,AA,2A,A2,8A,82,A2,
22550,56C,FALSE,0,8,2A,88,2,20,0,0,28,8A,
22553,66A,FALSE,0,8,2,55,EC,48,D8,0,0,0,
22557,289,FALSE,0,8,27,10,4E,20,D,47,11,10,
22560,285,FALSE,0,8,0,0,14,21,90,0,0,10,
22564,373,FALSE,0,8,C5,C5,7F,0,C,BA,80,17,
22567,29A,FALSE,0,8,0,4A,4D,41,58,44,47,47,
22572,28B,FALSE,0,8,27,10,4E,20,D,45,1,14,
22576,373,FALSE,0,8,C5,C5,7E,FF,C,BA,80,17,
22580,288,FALSE,0,8,27,10,4E,20,D,45,1,10,
22583,370,FALSE,0,8,5,BE,0,0,0,0,0,0,
22587,377,FALSE,0,8,5,BB,1,7C,41,3F,3D,22,
22590,285,FALSE,0,8,0,0,14,21,90,0,0,10,
22594,373,FALSE,0,8,C5,C5,7E,FF,C,BA,80,17,
22597,56D,FALSE,0,8,2A,0,0,20,0,0,28,8A,
22601,56F,FALSE,0,8,2A,88,2A,28,0,0,28,8A,
22605,373,FALSE,0,8,C5,C5,7E,FF,C,BA,80,17,
22608,287,FALSE,0,8,27,10,27,10,27,10,0,0,
22612,28B,FALSE,0,8,27,10,4E,20,D,45,1,14,
22617,154,FALSE,0,8,FF,FF,F1,FF,FF,E,74,3C,
22620,285,FALSE,0,8,0,0,14,21,90,0,0,10,
22624,373,FALSE,0,8,C5,C5,7F,1,C,BA,80,17,
22627,287,FALSE,0,8,27,10,27,10,27,10,0,0,
22631,285,FALSE,0,8,0,0,14,21,90,0,0,10,
22635,373,FALSE,0,8,C5,C5,7F,1,C,BA,80,17,
22638,732,FALSE,0,8,3,E8,3,E8,64,64,7,C6,
22642,734,FALSE,0,8,3,E8,3,E8,64,64,39,39,
22645,398,FALSE,0,8,1,0,0,4E,52,0,0,0,
22649,56C,FALSE,0,8,2A,88,2,20,0,0,28,8A,
22652,56F,FALSE,0,8,2A,88,2A,28,0,0,28,8A,
22657,563,FALSE,0,8,AA,AA,AA,AA,A2,2A,0,0,
22661,75B,FALSE,0,8,39,0,39,0,36,4A,A0,39,
22664,373,FALSE,0,8,C5,C5,7F,2,C,BA,80,17,
22668,29A,FALSE,0,8,1,32,57,48,5A,30,30,32,
22672,28B,FALSE,0,8,27,10,4E,20,D,45,1,14,
22675,373,FALSE,0,8,C5,C5,7F,2,C,BA,80,17,
22679,374,FALSE,0,8,CC,CF,4C,FE,48,44,3A,30,
22683,370,FALSE,0,8,5,BE,0,0,0,0,0,0,
22686,377,FALSE,0,8,5,BD,1,63,41,3F,3D,22,
22690,285,FALSE,0,8,0,0,14,21,90,0,0,10,
22693,373,FALSE,0,8,C5,C5,7F,49,C,BA,80,17,
22697,287,FALSE,0,8,27,10,27,10,27,10,0,0,
22702,28B,FALSE,0,8,27,10,4E,20,D,45,1,14,
22705,373,FALSE,0,8,C5,C5,7F,49,C,BA,80,17,
22709,289,FALSE,0,8,27,10,4E,20,D,47,11,10,
22713,28B,FALSE,0,8,27,10,4E,20,D,45,1,14,
22716,154,FALSE,0,8,FF,FF,F1,FF,FF,E,74,3C,
22720,298,FALSE,0,8,39,39,41,39,3A,0,0,39,
22724,373,FALSE,0,8,C5,C5,7F,59,C,BA,80,17,
22727,289,FALSE,0,8,27,10,4E,20,D,47,11,10,
22731,56A,FALSE,0,8,22,8A,A,A0,A8,A0,AA,8A,
22735,373,FALSE,0,8,C5,C5,7F,67,C,BA,80,17,
22739,732,FALSE,0,8,3,E8,3,E8,64,64,7,C6,
22743,370,FALSE,0,8,5,BE,0,0,0,0,0,0,
22746,5A1,FALSE,0,8,2A,A2,AA,2A,A2,8A,82,A2,
22750,56C,FALSE,0,8,2A,88,2,20,0,0,28,8A,
22754,373,FALSE,0,8,C5,C5,7F,67,C,BA,80,17,
22758,287,FALSE,0,8,27,10,27,10,27,10,0,0,
22761,28B,FALSE,0,8,27,10,4E,20,D,45,1,14,
22765,373,FALSE,0,8,C5,C5,7F,69,C,BA,80,17,
22769,29A,FALSE,0,8,2,35,32,31,FF,FF,FF,FF,
22772,28B,FALSE,0,8,27,10,4E,20,D,45,1,14,
22776,38A,FALSE,0,8,41,3C,0,0,4,0,0,0,
22779,564,FALSE,0,8,22,8A,AA,AA,A8,A0,AA,8A,
22784,188,FALSE,0,8,0,0,0,FF,0,0,0,0,
22787,287,FALSE,0,8,27,10,27,10,27,10,0,0,
22791,565,FALSE,0,8,AA,2,0,0,80,AA,0,0,
22794,373,FALSE,0,8,C6,C5,7F,68,C,BB,80,17,
22798,732,FALSE,0,8,3,E8,3,E8,64,64,7,C7,
22802,734,FALSE,0,8,3,E8,3,E8,64,64,39,39,
22805,373,FALSE,0,8,C6,C5,7F,68,C,BB,80,17,
22809,289,FALSE,0,8,27,10,4E,20,D,47,11,10,
22813,28B,FALSE,0,8,27,10,4E,20,D,45,1,14,
22817,569,FALSE,0,8,AA,82,A2,2,0,0,0,0,
22820,75A,FALSE,0,8,3,E8,3,E8,64,64,38,39,
22824,373,FALSE,0,8,C6,C5,7F,69,C,BB,80,17,
22828,566,FALSE,0,8,22,8A,A,A0,A8,A0,AA,8A,
22832,56A,FALSE,0,8,22,8A,A,A0,A8,A0,AA,8A,
22836,373,FALSE,0,8,C6,C5,7F,69,C,BB,80,17,
22840,732,FALSE,0,8,3,E8,3,E8,64,64,7,C7,
22843,370,FALSE,0,8,5,BE,0,0,0,0,0,0,
22846,5A1,FALSE,0,8,2A,A2,AA,2A,A2,8A,82,A2,
22850,56C,FALSE,0,8,2A,88,2,20,0,0,28,8A,
22854,373,FALSE,0,8,C6,C5,7F,68,C,BB,80,17,
22857,362,FALSE,0,8,2,1,0,0,0,0,0,0,
22861,734,FALSE,0,8,3,E8,3,E8,64,64,39,39,
22864,373,FALSE,0,8,C6,C5,7F,68,C,BB,80,17,
22868,29A,FALSE,0,8,0,4A,4D,41,58,44,47,47,
22873,28B,FALSE,0,8,27,10,4E,20,D,45,1,14,
22876,373,FALSE,0,8,C6,C5,7F,68,C,BB,80,17,
22880,288,FALSE,0,8,27,10,4E,20,D,45,1,10,
22884,188,FALSE,0,8,0,0,0,FF,0,0,0,0,
22887,362,FALSE,0,8,2,1,0,0,0,0,0,0,
22890,565,FALSE,0,8,AA,2,0,0,80,AA,0,0,
22894,373,FALSE,0,8,C6,C5,7F,69,C,BB,80,17,
22897,362,FALSE,0,8,2,1,0,0,0,0,0,0,
22900,75A,FALSE,0,8,3,E8,3,E8,64,64,38,39,
22904,373,FALSE,0,8,C6,C5,7F,69,C,BB,80,17,
22908,289,FALSE,0,8,27,10,4E,20,D,47,11,10,
22913,28B,FALSE,0,8,27,10,4E,20,D,45,1,14,
22916,373,FALSE,0,8,C6,C5,7F,69,C,BB,80,17,
22920,288,FALSE,0,8,27,10,4E,20,D,45,1,10,
22924,370,FALSE,0,8,5,BE,0,0,0,0,0,0,
22927,287,FALSE,0,8,27,10,27,10,27,10,0,0,
22931,564,FALSE,0,8,22,8A,AA,AA,A8,A0,AA,8A,
22934,373,FALSE,0,8,C6,C5,7F,69,C,BB,80,17,
22938,732,FALSE,0,8,3,E8,3,E8,64,64,7,C7,
22942,734,FALSE,0,8,3,E8,3,E8,64,64,39,39,
22945,398,FALSE,0,8,1,0,0,4E,52,0,0,0,
22949,56D,FALSE,0,8,2A,0,0,20,0,0,28,8A,
22952,56F,FALSE,0,8,2A,88,2A,28,0,0,28,8A,
22957,373,FALSE,0,8,C6,C5,7F,69,C,BB,80,17,
22960,75A,FALSE,0,8,3,E8,3,E8,64,64,38,39,
22964,373,FALSE,0,8,C5,C5,7F,69,C,BB,80,17,
22968,289,FALSE,0,8,27,10,4E,20,D,47,11,10,
22972,28B,FALSE,0,8,27,10,4E,20,D,45,1,14,
22975,373,FALSE,0,8,C6,C5,7F,69,C,BB,80,17,
22979,374,FALSE,0,8,CC,CF,4C,FE,48,44,3A,30,
22983,370,FALSE,0,8,5,BE,0,0,0,0,0,0,
22986,377,FALSE,0,8,5,BB,0,A3,41,3F,3D,22,
22990,565,FALSE,0,8,AA,2,0,0,80,AA,0,0,
22993,286,FALSE,0,8,0,0,0,39,0,0,A,0,
22996,362,FALSE,0,8,2,1,0,0,0,0,0,0,
23001,75A,FALSE,0,8,3,E8,3,E8,64,64,38,39,
23004,424,FALSE,0,8,0,8F,0,F,92,DB,0,0,
23008,289,FALSE,0,8,27,10,4E,20,D,47,11,10,
23011,288,FALSE,0,8,27,10,4E,20,D,45,1,10,
23015,373,FALSE,0,8,C6,C5,7F,69,C,BB,80,17,
23019,732,FALSE,0,8,3,E8,3,E8,64,64,7,C7,
23022,370,FALSE,0,8,5,BE,0,0,0,0,0,0,
23025,373,FALSE,0,8,C6,C5,7F,69,C,BB,80,17,
23029,285,FALSE,0,8,0,0,14,21,90,0,0,10,
23033,669,FALSE,0,8,1,39,30,30,0,0,0,0,
23036,568,FALSE,0,8,0,2,80,A,0,0,A8,AA,
23041,75A,FALSE,0,8,3,E8,3,E8,64,64,38,39,
23044,424,FALSE,0,8,0,8F,0,F,92,DB,0,0,
23048,289,FALSE,0,8,27,10,4E,20,D,47,11,10,
23051,666,FALSE,0,8,2,3E,3A,B5,A7,0,0,0,
23055,373,FALSE,0,8,C6,C5,7F,69,C,BB,80,17,
23059,733,FALSE,0,8,39,39,39,39,36,8A,A0,39,
23062,735,FALSE,0,8,39,0,39,0,36,8A,A0,39,
23066,373,FALSE,0,8,C6,C5,7F,69,C,BB,80,17,
23070,288,FALSE,0,8,27,10,4E,20,D,45,1,10,
23073,28B,FALSE,0,8,27,10,4E,20,D,45,1,14,
23077,362,FALSE,0,8,2,1,0,0,0,0,0,0,
23080,75A,FALSE,0,8,3,E8,3,E8,64,64,38,39,
23085,371,FALSE,0,8,3C,0,0,0,0,0,0,0,
23088,567,FALSE,0,8,AA,2,0,0,80,AA,0,0,
23091,565,FALSE,0,8,AA,2,0,0,80,AA,0,0,
23095,373,FALSE,0,8,C6,C5,7F,69,C,BB,80,17,
23099,732,FALSE,0,8,3,E8,3,E8,64,64,7,C7,
23102,734,FALSE,0,8,3,E8,3,E8,64,64,39,39,
23106,373,FALSE,0,8,C6,C5,7F,69,C,BB,80,17,
23110,285,FALSE,0,8,0,0,14,21,90,0,0,10,
23113,185,FALSE,0,8,0,0,FF,0,0,0,0,0,
23116,287,FALSE,0,8,27,10,27,10,27,10,0,0,
23120,75A,FALSE,0,8,3,E8,3,E8,64,64,38,39,
23124,373,FALSE,0,8,C6,C5,7F,69,C,BB,80,17,
23128,566,FALSE,0,8,22,8A,A,A0,A8,A0,AA,8A,
23132,28B,FALSE,0,8,27,10,4E,20,D,45,1,14,
23136,373,FALSE,0,8,C6,C5,7F,68,C,BB,80,17,
23139,732,FALSE,0,8,3,E8,3,E8,64,64,7,C7,
23143,734,FALSE,0,8,3,E8,3,E8,64,64,39,39,
23147,5A1,FALSE,0,8,2A,A2,AA,2A,A2,8A,82,A2,
23151,56C,FALSE,0,8,2A,88,2,20,0,0,28,8A,
23154,373,FALSE,0,8,C6,C5,7F,68,C,BB,80,17,
23158,732,FALSE,0,8,3,E8,3,E8,64,64,7,C7,
23161,734,FALSE,0,8,3,E8,3,E8,64,64,39,39,
23165,373,FALSE,0,8,C6,C5,7F,67,C,BB,80,17,
23170,29A,FALSE,0,8,0,4A,4D,41,58,44,47,47,
23174,28B,FALSE,0,8,27,10,4E,20,D,45,1,14,
23177,287,FALSE,0,8,27,10,27,10,27,10,0,0,
23181,75A,FALSE,0,8,3,E8,3,E8,64,64,38,39,
23184,371,FALSE,0,8,3C,0,0,0,0,0,0,0,
23188,567,FALSE,0,8,AA,2,0,0,80,AA,0,0,
23191,565,FALSE,0,8,AA,2,0,0,80,AA,0,0,
23195,373,FALSE,0,8,C6,C5,7F,67,C,BB,80,17,
23198,732,FALSE,0,8,3,E8,3,E8,64,64,7,C7,
23202,56F,FALSE,0,8,2A,88,2A,28,0,0,28,8A,
23205,373,FALSE,0,8,C5,C5,7F,68,C,BB,80,17,
23209,285,FALSE,0,8,0,0,14,21,90,0,0,10,
23214,28B,FALSE,0,8,27,10,4E,20,D,45,1,14,
23217,287,FALSE,0,8,27,10,27,10,27,10,0,0,
23221,75A,FALSE,0,8,3,E8,3,E8,64,64,38,39,
23225,373,FALSE,0,8,C6,C5,7F,68,C,BB,80,17,
23228,566,FALSE,0,8,22,8A,A,A0,A8,A0,AA,8A,
23232,56A,FALSE,0,8,22,8A,A,A0,A8,A0,AA,8A,
23236,373,FALSE,0,8,C6,C5,7F,68,C,BB,80,17,
23240,285,FALSE,0,8,0,0,14,21,90,0,0,10,
23243,734,FALSE,0,8,3,E8,3,E8,64,64,39,39,
23247,287,FALSE,0,8,27,10,27,10,27,10,0,0,
23250,56C,FALSE,0,8,2A,88,2,20,0,0,28,8A,
23255,373,FALSE,0,8,C6,C5,7F,68,C,BB,80,17,
23259,732,FALSE,0,8,3,E8,3,E8,64,64,7,C7,
23262,370,FALSE,0,8,5,BE,0,0,0,0,0,0,
23265,373,FALSE,0,8,C6,C5,7F,68,C,BB,80,17,
23269,29A,FALSE,0,8,1,32,57,48,5A,30,30,32,
23273,28B,FALSE,0,8,27,10,4E,20,D,45,1,14,
23277,38A,FALSE,0,8,41,3C,0,0,4,0,0,0,
23280,564,FALSE,0,8,22,8A,AA,AA,A8,A0,AA,8A,
23284,188,FALSE,0,8,0,0,0,FF,0,0,0,0,
23287,289,FALSE,0,8,27,10,4E,20,D,47,11,10,
23291,565,FALSE,0,8,AA,2,0,0,80,AA,0,0,
23294,373,FALSE,0,8,C6,C5,7F,69,C,BB,80,17,
23299,732,FALSE,0,8,3,E8,3,E8,64,64,7,C7,
23302,56F,FALSE,0,8,2A,88,2A,28,0,0,28,8A,
